Id	Chr	start	stop	pos_max	max_weight	SI	Size
CNAG_00016	1	53265	53303	53275	881.44	-0.86539762712	39
CNAG_00024	1	73516	73540	73531	1234.28	-0.501438272035	25
CNAG_00034	1	101064	101068	101064	2275.42	1.05060355696	5
CNAG_00061	1	169285	169293	169286	18863.74	0.512714095167	9
CNAG_00065	1	177327	177369	177327	2502.0	-1.97175739914	43
CNAG_00067	1	184020	184086	184058	1108.42	-2.0819332422	67
CNAG_00092	1	256001	256033	256024	580.84	-1.10994900436	33
CNAG_00109	1	301107	301150	301134	598.8	-1.235665231	44
CNAG_00116	1	315010	315018	315011	6207.78	0.500775616345	9
CNAG_00135	1	367887	367912	367894	2509.8	-1.181409881	26
CNAG_00138	1	374531	374560	374548	1091.72	-1.26719436471	30
CNAG_00149	1	410473	410502	410490	561.58	-0.390796552724	30
CNAG_00187	1	506995	507035	507002	1091.4	-1.05867456554	41
CNAG_00253	1	662210	662244	662238	676.52	-0.821331034011	35
CNAG_00254	1	665558	665606	665558	2321.64	-1.73684261959	49
CNAG_00261	1	686812	686839	686813	1165.34	-1.08942600148	28
CNAG_00294	1	757262	757284	757266	1303.82	-1.01409946656	23
CNAG_00306	1	787887	787895	787887	547.9	0.323947234789	9
CNAG_00315	1	809464	809499	809484	5842.88	-1.06626145705	36
CNAG_00355	1	904524	904558	904533	973.68	-1.61787743423	35
CNAG_00400	1	1050223	1050311	1050262	842.54	-2.40879519532	89
CNAG_00409	1	1076515	1076615	1076590	1138.82	-3.19555220476	101
CNAG_00424	1	1109262	1109308	1109284	898.24	-2.15291009229	47
CNAG_00453	1	1174882	1174899	1174883	5925.84	-0.444390504366	18
CNAG_00483	1	1242491	1242514	1242497	1288.72	-1.35608513594	24
CNAG_00510	1	1302017	1302053	1302036	875.22	-1.73149899426	37
CNAG_00520	1	1324612	1324616	1324613	593.04	0.716369601775	5
CNAG_00535	1	1365236	1365273	1365251	862.4	-1.4940200866	38
CNAG_00605	1	1554135	1554144	1554139	996.24	-0.106094365392	10
CNAG_00605_left	1	1554055	1554107	1554070	337.52	-1.80520296292	53
CNAG_00614	1	1578255	1578302	1578275	692.4	-2.0638782318	48
CNAG_00626	1	1607358	1607402	1607358	2827.26	-1.03091194771	45
CNAG_00633	1	1633824	1633834	1633828	812.06	0.54390694676	11
CNAG_00637	1	1650105	1650122	1650113	1098.9	-0.194007198855	18
CNAG_00637_left	1	1650062	1650087	1650069	521.4	-1.1472572405	26
CNAG_00640	1	1656563	1656579	1656572	3410.28	-0.540772329316	17
CNAG_00656	1	1707318	1707342	1707335	3230.2	-0.720504897299	25
CNAG_00672	1	1746893	1746895	1746894	9899.52	1.09134231126	3
CNAG_00677	1	1759071	1759099	1759092	588.32	-0.345718708796	29
CNAG_00694	1	1806897	1806943	1806910	4001.96	-1.69251445833	47
CNAG_00706	1	1848269	1848322	1848290	578.8	-1.87887421143	54
CNAG_00716	1	1866721	1866760	1866733	2042.82	-1.62656992954	40
CNAG_00717	1	1868923	1868964	1868934	585.78	-0.416896097856	42
CNAG_00741	1	1941147	1941180	1941165	565.72	-1.17418363897	34
CNAG_00747	1	1960219	1960251	1960238	788.74	-1.34363169354	33
CNAG_00779	1	2052018	2052021	2052018	3232.72	0.488585039572	4
CNAG_00785	1	2063483	2063500	2063492	5242.02	-0.492407710255	18
CNAG_00799	1	2114435	2114437	2114435	600.96	1.18455028698	3
CNAG_00799_left	1	2114435	2114437	2114435	600.96	1.18455028698	3
CNAG_00799_right	1	2114455	2114475	2114455	391.22	-0.128372097045	21
CNAG_00806	1	2131665	2131685	2131667	1795.32	-0.478254608767	21
CNAG_00813	1	2152497	2152504	2152500	555.74	0.664070206253	8
CNAG_00834	1	2212825	2212860	2212831	1830.68	-1.17616378691	36
CNAG_00914	5	1642084	1642084	1642084	700.16	2.0	1
CNAG_00982	5	1511287	1511303	1511288	749.78	-0.279757385093	17
CNAG_00994	5	1486041	1486057	1486043	1050.72	0.516302527303	17
CNAG_00995	5	1483206	1483226	1483208	1263.04	-0.567828297803	21
CNAG_01019	5	1416590	1416668	1416590	1062.2	-2.97155650323	79
CNAG_01031	5	1393054	1393061	1393057	1649.02	0.0499283201272	8
CNAG_01136	5	1108283	1108297	1108286	1360.38	0.68037216631	15
CNAG_01137	5	1104721	1104726	1104721	2058.68	0.180519090367	6
CNAG_01147	5	1079429	1079500	1079441	883.94	-2.18506514252	72
CNAG_01150	5	1069065	1069079	1069066	602.9	0.79973731086	15
CNAG_01152	5	1066032	1066039	1066033	6620.88	0.322468866606	8
CNAG_01181	5	988751	988777	988755	4373.94	-1.53393101944	27
CNAG_01185	5	978583	978613	978609	2027.84	-0.620047993238	31
CNAG_01202	5	938842	938857	938856	1500.1	0.910639793189	16
CNAG_01204	5	934802	934817	934810	1741.74	-1.16170385709	16
CNAG_01224	5	884035	884046	884039	10088.62	-0.166846497939	12
CNAG_01235	5	850070	850093	850086	600.86	-0.277118508827	24
CNAG_01274	5	728741	728768	728751	1303.56	-0.314393486088	28
CNAG_01284	5	691279	691327	691279	3595.84	-2.0661909405	49
CNAG_01300	5	647032	647076	647072	1395.58	-2.16716034598	45
CNAG_01307	5	627982	628008	627990	740.58	-0.281502379752	27
